komentar,label,komentar_preprocessing
"udah di email tapi kagak dibalesssss.. itu juga saya tau kali kalo harus email. gmn sih mba shl ini, ga ngerti bgt maksud saya",negative,sudah email kagak dibalesssss tau email mba shl tidak ngerti sangat
"@gojekindonesia @Bluebirdgroup 

Driver go-bluebird saya cancel orderannya jam 18.06 krn salah belok harus muter macet lagi dan saya buru2. Kalau servernya yg lemot jadi cancelannya gak masuk tolong diperbaiki, tapi attitude drivernya juga tolong diperbai",negative,gojekindonesia bluebirdgroup driver go bluebird cancel order jam karena salah belok muter macet buru server lot cancelan gak tolong baik attitude driver tolong diperbai
"Kemarinn bisa tauu mas. Dapet cb pas belanjaa segituu. Sekarang malahh gakk. Sedihhh hhhh. 

Gakk apaaaa, mamang mamang gojek banya fansnya ini akakakk",negative,kemarinn tauu mas dapet cb pas belanjaa segituu malahh gakk sedihhh hhhh gakk apaaaa mamang mamang gojek ba fans akakakk
"Nih ada kastemer @gojekindonesia  yang bikin mitra merugi, 2 order di chat cancle, dan yang diorder restoran yang blm go resto, no ada, mau respon Monggo,  pic.twitter.com/dmHE6xNUSe",negative,kastemer gojekindonesia bikin mitra rugi order chat cancle order restoran blm go resto no respon monggo pic twitter com
"@TokopediaCare @gojekindonesia  driver pertama stlh 1, 5 jam br cancel,  buang2 waktu.  Sdgkn driver ke 2 posisi awal tdny di Daan Mogot sdgkn pickup brg di Pluit.  Knp ga ada driver yg lbh dkt dgn posisi pickup?  Smp skrg brgny belom dtg.  pic.twitter.co",negative,tokopediacare gojekindonesia driver stlh jam br cancel buang waktu sdgkn driver posisi tdny daan mogot sdgkn pickup brg pluit kenapa tidak driver lbh dkt dengan posisi pickup smp sekarang brgny bom dtg pic twitter co
w dah bayar paylater tapi napa masi ada outastanding balance?!?!?! @gojekindonesia udh di email ga bls lagi. ini nomor ticket nya 15348928,negative,bayar paylater napa mas outastanding balance gojekindonesia sudah email tidak bls nomor ticket
"@gojekindonesia ini driver berbabaya nih, gak pick up tapi complete order, saldo gopay saya di potong.  pic.twitter.com/Ko933ebhNY",negative,gojekindonesia driver berbabaya gak pick up complete order saldo gopay potong pic twitter com
Jyakakak lucu abes. Bilang aja gamao muter pdhl gue yakin bgt ga sampe stengah jam skwkwk. Aneh2 ya skrg driver ojol hadeh @gojekindonesia  pic.twitter.com/HgMKZ46Jg0,negative,jyakakak lucu abes bilang aja gamao muter saya sangat tidak sampai stengah jam skwkwk aneh sekarang driver ojol hadeh gojekindonesia pic twitter com
"guys, kalau bisa bantu apapun, monggo. ga sanggup w liat muka bang ojol 😢 cc @gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …",negative,guys bantu apa monggo tidak sanggup liat muka bang ojol cc gojekindonesia
"Ati ati hlo jek bikin iklannya @gojekindonesia walau emak masakin jengkol balado, asin peda sambel terasi dan karedok kacang panjang pun pasti ku makan.  https://twitter.com/maulanagituri/status/1167103658355388416 …",negative,ati ati hlo jek bikin iklan gojekindonesia emak masakin jengkol balado asin peda sambel terasi karedok kacang ku makan
"Driver gojek  yg bapa bapa ngeselin dah cancel tanpa kasi tau, plat nomernya bener tapi ngangkut org lain. Udah dapet tapi jauh alasannya tambal ban, pas dicancel dapetnya dia lagi. Emang cuma aa aa yang baik @gojekindonesia",negative,driver gojek bapa bapa ngeselin cancel kasi tau plat nomer bener ngangkut orang sudah dapet alas tambal ban pas dicancel dapet emang aa aa gojekindonesia
"Tadi ngetik 'gang sampah', tapi disensor dari aplikasinya. Keren nih mencegah umpatan kasar😂😂 @gojekindonesia  pic.twitter.com/CGE84uAx4w",negative,ngetik gang sampah sensor aplikasi keren cegah umpat kasar gojekindonesia pic twitter com
"...belum nemu bahasan kenapa harus & bisa sebanyak itu notifnya. Apalagi sebagai ""super app"" dan punya beragam produk, makin banyak pakai berarti makin banyak notif.

Do users really need that many push notifs from an app?

And then comes the marketing promo notifs too. Duarrrr",negative,nemu bahas notif super app agam produk pakai notif do users really need that many push notifs from app and then comes the marketing promo notifs too duarrrr
"udah ada di SOP di grab atau gojek,klo biaya parkir dibebankan ke driver mba,saya jg driver,makanya liat kaya gini,ya wis lah,mau diksh atau g biaya parkir,yg penting motor aman. kadang2 ada cs yg ngerti ada jg yg ga dengan biaya parkir,kebanyakan ga ngerti",negative,sudah sop grab gojek biaya parkir beban driver mba juga driver liat kaya gin wis diksh biaya parkir motor aman kadang cs ngerti juga tidak biaya parkir banyak tidak ngerti
Sudah selesaikan misi tapi koq belum dapat voucher gofood yg dijanjikan sebagai hadiah gimana ni min? @gojekindonesia  pic.twitter.com/UQshlaEDiz,negative,selesai misi koq voucher gofood janji hadiah gimana min gojekindonesia pic twitter com uqshlaediz
"Kesekian kalinya nih driver @gojekindonesia salah angkut orang. Gw-nya masih di lokasi, dia udah kemana aja dan baru sadar salah bawa penumpang.",negative,sekian kali driver gojekindonesia salah angkut lokasi sudah mana aja sadar salah bawa tumpang
Tapi disalah satunya tetep gak dapet cb e mas. Kalau sehari cuman 1x cb huhuw. Kirain bakal bisa berkali kali cb wkwk.,negative,salah satu tetep gak dapet cb mas hari cuman cb huhuw kirain kali cb
Gak lagi lagi ikutan challengen PENIPUAN dari GRAB @GrabID masa tau tau ended di tgl 30 padahal tulisannya ended di 31. PENIPUAN! Nyesel pakek grab! Otw hapus @GrabID pindah ke @gojekindonesia  pic.twitter.com/trbK384C6W,negative,gak ikut challengen tipu grab grabid tau tau ended tgl tulis ended tipu nyesel pakek grab otw hapus grabid pindah gojekindonesia pic twitter com
"@gojekindonesia min, tolong jelasin maksud voucher ini. Kalo misalkan tarif ordernya 10rb pakai voucher ini jd brp yg kita bayar klo pake gopay?",negative,gojekindonesia min tolong jelasin voucher tarif order pakai voucher brp bayar pake gopay
Udah nunggu lama. Driver diarahi ga mau. Setelah sampai titik jemput marah-marah ke saya dan batalin orderan. Hehe gimana nih? @gojekindonesia,negative,sudah nunggu driver arah tidak titik jemput marah marah batalin order hehe gimana gojekindonesia
"Kenapa sih @GrabFood @GrabID Orderan di cancel terus, cust jadi lari ke tetangga sebelah deh @gojekindonesia, emang enak 😋",negative,grabfood grabid order cancel cust lari tetangga belah deh gojekindonesia emang
hallo mimin @gojekindonesia ini kok gak dapet cashback yaa? Kemarin saya beli ada cb nya. Apakah hanya sekali transaksi aja untuk dapet cb? Mohon konfirmasi pleaseee  pic.twitter.com/PPQcEjUnuv,negative,mimin gojekindonesia gak dapet cashback yaa kemarin beli cb transaksi aja dapet cb konfirmasi pleaseee pic twitter com ppqcejunuv
@gojekindonesia hai gojek.. kok kasus saya gak ditanggapi ya.. udah nelpon cs jg.. gak ada tanggapan.. ke twitter jg gitu.. duh duh,negative,gojekindonesia gojek gak tanggap sudah nelpon cs juga gak tanggap twitter juga gitu duh duh
"Baru saja saya jg ditelpon seseorang yg mengatasnamakan dr Gojek Indonesia. Katanya, sdg ada undian pemenang. Trs sy yg menang. Tp, dia terdengar memaksa sy utk top up lwt bank atau memberikan nmr rekening, biar lgsg transfer. Akhirnya, sy menolak. Tp, apakah ada undian beneran?",negative,juga telpon mengatasnamakan dr gojek indonesia sdg undi menang terus saya menang tapi dengar paksa saya untuk top up lwt bank nmr rekening biar lgsg transfer saya tolak tapi undi beneran
"Yang kuat ya bang, bulan-bulan ini orderan lg anyep buat driver gokilat 
Cc- @gojekindonesia  pic.twitter.com/c3uyvfX2VD",negative,kuat bang order lagi anyep driver gokilat cc gojekindonesia pic twitter com
Jadi kita transfer saldonya ke BCA biar gak royal. @GrabID trmkasih grab!!  @gojekindonesia jangan kalah ea..!!  pic.twitter.com/OPEoHZ3onm,negative,transfer saldo bca biar gak royal grabid trmkasih grab gojekindonesia kalah ea pic twitter com
"Pulangkan susanti heyyyy!!!!!
Pala dah kek helm gojek sok sok an 
@gojekindonesia @gojektech #gojek pic.twitter.com/7XM69ASa6w",negative,pulang susanti heyyyy pala kek helm gojek sok sok gojekindonesia gojektech gojek pic twitter com
"@gojekindonesia bang Admin mohon dibantu, Abang Gojek helmnya ketinggalan di rumah saya 🙈  pic.twitter.com/fT58X6XxNt",negative,gojekindonesia bang admin bantu abang gojek helm tinggal rumah pic twitter com
"Halo @gojekindonesia, saya pengguna gobiz untuk bisnis kuliner saya. Saat hari pertama pakai, menu dan resto saya keluar di gofood, tapi sekarang saya cek, di gofood tdk ada, padahal saya sudah tekan 'geser untuk menampilkan menu di gofood'. Mohon bantuannya, terima kasih",negative,gojekindonesia guna gobiz bisnis kuliner pakai menu resto gofood cek gofood tidak tekan geser tampil menu gofood bantu terima kasih
"AWAS! Ada kaki tangan asing yang bekerja di Papua    @BPBDJakarta @IK_InderaKusuma @gojekindonesia @SiswantiYeni @Ochi_Oc09
#JayalahIndonesiaKu pic.twitter.com/HctJmDfS6B",negative,awas kaki tangan asing papua bpbdjakarta ikinderakusuma gojekindonesia siswantiyeni jayalahindonesiaku pic twitter com
"Pernah nelpon CSnye ga ada yg terima, jam 10an waktu itu. Nadanye sibuk. Maybe CS mereka cuma beberapa biji.",negative,nelpon csnye tidak terima jam waktu nadanye sibuk maybe cs biji
"@gojekindonesia hi admin gojek, saya td diturunin ditengah trip ditengah kemacetan sama gocar saya. kan saya jd repot hrs cr2 kendaraan lagi..  tolong dikasitau ke drivernya ya kl gabs komit jangan ambil tripnya :( customer dirugikan...",negative,gojekindonesia hi admin gojek td diturunin tengah trip tengah macet gocar repot hrs cr kendara tolong dikasitau driver gabs komit ambil trip customer rugi
"Klo hilang dicuri gini, setau gw.....mohon ralat min @gojekindonesia @gojek24jam klo salah......kan ada asuransi yg bisa diklaim. Coba min apakah asuransi di cover utk mitra? https://twitter.com/annisawdya/status/1167113014442545152 …",negative,hilang curi gin tau ralat min gojekindonesia salah asuransi klaim coba min asuransi cover untuk mitra
"@gojekindonesia uda selesaiin misi tapi 1 pesanan ga dimasukkan min, jadi dianggap blm selesai misinya min, ada solusi?",negative,gojekindonesia uda selesaiin misi pesan tidak masuk min anggap blm selesai misi min solusi
"Sip. Ntar malam kutelfon. Skrg mau menghela nafas dulu sambil ngumpulin niat, packing pesenan yg lain 👌",negative,sip ntar malam kutelfon sekarang hela nafas ngumpulin niat packing sen
"Ya maunya layanan VIP dengan biaya ekonomi.... 
@gojekindonesia mungkin juga harus perhatiin yg spt ini, jangan main suspen aja... kasih driver kesempatan utk menjelaskan. Mereka dapt bintang 5 aplikator cuek aja, giliran bintang 1 langsung suspen....",negative,mau layan vip biaya ekonomi gojekindonesia perhatiin spt main suspen aja kasih driver sempat untuk dapt bintang aplikator cuek aja gilir bintang suspen
"Langsung telpon dan email CS Gojek aje. Dulu pernah pesen Go-Food malah dibawa kabur ama gojeknye, terus abis dilaporin langsung kena hukuman.",negative,telpon email cs gojek aje sen go food bawa kabur ama gojeknye habis dilaporin hukum
"Tadi posting nge tag gojeknya tapi karena no ibu penerimanya lupa diblue kuhapus
Nih driver mmg dr awal dah kurang ajar. Jawab dan nanya dah Rude. Dan recipient juga ga komunikatif. Tapi nge- finish pesenan gitu aja padahal barangnya BLM diterima di tujuan ya ga bisa dibenarkan.",negative,posting nge tag gojek no terima lupa diblue hapus driver mmg dr ajar na rude recipient tidak komunikatif nge finish sen gitu aja barang blm terima tuju tidak benar
"setuju banget! atau paling tidak kasih opsi buat matiin notifikasi donasi itu deh. bukannya gak mau bantu, tapi terlalu sering, ganggu jadinya.",negative,tuju banget kasih opsi matiin notifikasi donasi deh gak bantu ganggu
"Hi, mohon maaf sebelumnya. Untuk informasi/penanganan lebih lanjut silakan laporkan melalui menu Bantuan yang ada di aplikasi Gojek ya. Terima kasih -MT",negative,hi maaf informasi tangan sila lapor menu bantu aplikasi gojek terima kasih mt
Udah sejak semalam statusnya masih sama begini terus? Apakah perlu foto ulang? @gojekindonesia @gopayindonesia pic.twitter.com/ZGIKHqUMpq,negative,sudah malam status foto ulang gojekindonesia gopayindonesia pic twitter com zgikhqumpq
"@amazonIN  dan @gojekindonesia  dalam Perbincangan untuk Kemitraan Strategis, Terkait Ekspansi dan Investasi

#Startup #Investasi #Indonesia #Amazon #Gojek #Unicorn #Ride-hailling
 https://www.volanews.com/portal/article/index/id/3548.html … pic.twitte",negative,amazonin gojekindonesia bincang mitra strategis kait ekspansi investasi startup investasi indonesia amazon gojek unicorn ride hailling pic twitte
"@gojekindonesia Halo min, voucher code JADIMERDEKA emang ada quotanya ya? Saya dari kemarin selalu ""Seems like this promo code is fully .. . .. .. "". Mohon penjelasannya.",negative,gojekindonesia min voucher code jadimerdeka emang quota kemarin seems like this promo code is fully jelas
"@gojekindonesia bisa ga sih ngirimin notif yang penting2 aja di aplikasi? dari tadi pagi sampe sore ini ada lebih dari 5 notif ga penting, mulai dari donasi sampe go-mall. ganggu!",negative,gojekindonesia tidak ngirimin notif penting aja aplikasi pagi sampai sore notif tidak donasi sampai go mall ganggu
"Hai Zafraan, mohon terlebih dahulu dipastikan kembali nomor HP yang Anda masukan benar dan aktif ya. Kemudian penulisan nomor telepon sudah benar (Hilangkan angka 0 diawal penulisan), dan pastikan Anda menerima kode OTP melalui SMS untuk login ya. Tks ^Shl",negative,zafraan nomor hp masuk aktif tulis nomor telepon hilang angka awal tulis pasti terima kode otp sms login tks shl
"@gojekindonesia hallo min saya mau tanya dong, perihal pengiriman order sameday saya. Kenapa driver dari pagi sampai sore ini masih berada didaerah tangerang ya?",negative,gojekindonesia min perihal kirim order sameday driver pagi sore daerah tangerang
"Hi Silvia, we are from Findaya Gojek partner who handles PayLater. Regarding your question, we would like to inform you via DM. Please follow us first, so that DM access is open. Thank you^rno",negative,hi silvia we are from findaya gojek partner who handles paylater regarding your question we would like to inform you via dm please follow us first so that dm access is open thank you rno
"Persaingan mungkin dr @gojekindonesia  dan @GrabID hrs ada peraturannya batas maks yg bisa beroperasi di suatu daerah. Hrsnya sih ada datanya yakk. :)
Trs biaya hidup tinggi? Tergantung lifestyle keluarga jg sih. Perawatan motor mungkin ada ide dr aplikator? 🙈 pic.twitter.com/FOGITxURDx",negative,saing dr gojekindonesia grabid hrs atur batas maks operasi daerah hrs data yakk terus biaya hidup tinggi gantung lifestyle keluarga juga awat motor ide dr aplikator pic twitter com fogitxurdx
"Hai Salima, maaf atas kendala tersebut, agar dapat kami bantu cek mohon infokan nomor ordernya melalui DM ya. Tks^Shl",negative,salima maaf kendala bantu cek info nomor order dm tks shl
"Sudah aman & terkendali Mimin, jadi ceritanya saya mau order barang, ternyata Abang ojolnya tidak punya cukup uang jadi beliau minta cancel, saran dari saya kalau udah cancel jangan dapat driver yg sama lagi. 🙏",negative,aman kendali mimin cerita order barang abang ojol uang beliau cancel saran sudah cancel driver
@jayakabajay #kkndidesapenari #antaz #كلنا_اسراء_غريب #الهيئة_تحرم_النصر_اسيوياً #แน็กชาลี #30AgustosZaferBayrami #Saaho #LeiKim #Gundala #ببجي @gojekindonesia @GrabID pic.twitter.com/I6CAVDBCR6,negative,jayakabajay kkndidesapenari antaz saaho leikim gundala gojekindonesia grabid pic twitter com
Oleh krn itu klo sy pesan in gojek utk sy & anak2 ku slma apapun driver gojek @gojekindonesia datang menjemput & mgtar  makanan sy gk pnh marah krn sy tau driver2 @gojekindonesia dr berbagai umur dan pendidikan srta mood yg berbeda2. Liat video ini tharu sy. Turut prihatin,negative,karena saya pesan in gojek untuk saya anak ku slma apa driver gojek gojekindonesia jemput mgtar makan saya tidak pnh marah karena saya tau driver gojekindonesia dr umur didik srta mood berbeda liat video tharu saya prihatin
Oleh krn itu klo sy pesan in gojek utk sy & anak2 ku slma apapun driver gojek @gojekindonesia datang menjemput & mengantar makanan sy gk pnh marah krn sy tau driver2 @gojekindonesia dr berbagai umur dan pendidikan srta mood yg berbeda2. Liat video ini tharu sy.  https://twitter.com/annisawdya/status/1167113014442545152 …,negative,karena saya pesan in gojek untuk saya anak ku slma apa driver gojek gojekindonesia jemput antar makan saya tidak pnh marah karena saya tau driver gojekindonesia dr umur didik srta mood berbeda liat video tharu saya
Mba/mas @gojekindonesia ada yang ngaku2 dari aplikasi gojek pengundian nomor neh  pic.twitter.com/wOjevAKqKS,negative,mba mas gojekindonesia ngaku aplikasi gojek undi nomor neh pic twitter com wojevakqks
"Done di DM.
tdk ramah nda masalah sih 
Cm ngidupin mesin wkt isi bensin to me is a big NO 😊",negative,done dm tidak ramah nda cm ngidupin mesin wkt isi bensin to me is big no
sore min. mau complaint tentang voucher. aku udh selesaikan mission kog gag keluar voucher ku ya? @gojekindonesia @gojektech @gojek24jam pic.twitter.com/TcCI66NZt1,negative,sore min complaint voucher sudah selesai mission kog gag voucher ku gojekindonesia gojektech pic twitter com
"@gojekindonesia katanya Hari ini cashback 50 persen di bakmi aloi, ternyata kaga tuh.Mohon penjelasan Dan tanggung jawab profesional nya  pic.twitter.com/hBJ6ZweKGP",negative,gojekindonesia cashback persen bakmi aloi kaga jelas tanggung profesional pic twitter com
"Hai kak, kami mohon maaf atas ketidaknyamanan yang Anda alami, terkait keluhan Anda, mohon kesediaannya untuk menginformasikan nomor telepon dan alamat email kakak yang terdaftar PayLater, agar kami dapat melakukan proses lebih lanjut. Terima kasih^rno",negative,kak maaf ketidaknyamanan alami kait keluh sedia informasi nomor telepon alamat email kakak daftar paylater proses terima kasih rno
"Nggak berharap banyak apa2 sih dari gojek...cuman titip pesen, jangan pencitraan terlalu jauh dulu...perbaiki how to serving better customer",negative,nggak harap apa gojek cuman titip sen citra baik how to serving better customer
Tolong lah min 😂org nya udah mohon minta cancel Masi saja dia yg dapat 🤣kekurangan ojol kah di Padang? Rekrut saya dong😁 @gojekindonesia  pic.twitter.com/PhLtb6dpQG,negative,tolong min orang sudah cancel mas kurang ojol kah padang rekrut gojekindonesia pic twitter com
Halo @gojekindonesia Mau nanya dong. Kok lucu ya ini. Saya abis beli voucher diskonnya biar bisa irit ke halte terdekat. Biasanya cuma 10.000 dan pakai gopay biasanya jd 5.000. Beli voucher yg isi 10k dengan niat lebih irit lagi. Eh tapi tapi tapi kok jadi 17.000  pic.twitter.com/SdILdkjA80,negative,gojekindonesia na lucu habis beli voucher diskon biar irit halte dekat pakai gopay beli voucher isi niat irit eh pic twitter com
2. Awal saya order di map saya lihat dekat dengan atmajaya. Setelah saya bilang pakai kursi roda baru dibilang kejauhan. Modus? Gak mau ambil penumpang kursi roda?,negative,order map atmajaya bilang pakai kursi roda bilang jauh modus gak ambil tumpang kursi roda
Wah capek bener saya harus cerita lagi...udah saya telepon saya imel. Seharusnya dari capture saya udah bisa terbaca. Driver tidak memiliki jiwa sosial,negative,capek bener cerita sudah telepon imel capture sudah baca driver milik jiwa sosial
"@gojekindonesia dear gojek.
Saya barusan transaksi pembayaran travel F trans dari Sukabumi ke Bandung pembayaran menggunakan gopay dengan promo cashback 20 %. Mengapa cashback nya tidak masuk? 
Terimakasih  pic.twitter.com/zcGKm54fGd",negative,gojekindonesia dear gojek barusan transaksi bayar travel trans sukabumi bandung bayar gopay promo cashback cashback terimakasih pic twitter com
"Wahai yang mulia para ""pemberi kerja"" (ngakunya begitu) @GrabID @gojekindonesia Yg begini kalian tabayun dulu ga sih bodat??? Main2 suspend aja, kalian bilang mitra tp apapub termasuk tarif kalian selalu putuskan sendiri, itu mitra apa babu kalian?  https://twitter.com/Ojol_Gibah/status/1166955919227285504 …",negative,mulia beri ngaku grabid gojekindonesia tabayun tidak bodat main suspend aja bilang mitra tapi apapub tarif putus mitra babu
"@gojekindonesia barusan hampir kena modus penipuan, yg ngaku kalo akun driver dihack, dan endingnya minta nomer otp saya. Plus nomer CS gojek aneh. Mohon ditindaklanjuti  pic.twitter.com/rVQejvN2Dt",negative,gojekindonesia barusan modus tipu ngaku akun driver dihack ending nomer otp plus nomer cs gojek aneh ditindaklanjuti pic twitter com
"@gojekindonesia dari kemarin ngajuin upgrade Gopay tapi ditolak terus, alasanya dari foto terlalu terang, foto kurang jelas, identitas rusak, padahal semuanya jelas dan sudah sesuai prosedur instruksi yang ada di aplikasi 😭😭😭",negative,gojekindonesia kemarin ngajuin upgrade gopay tolak alasa foto terang foto identitas rusak sesuai prosedur instruksi aplikasi
Belum seberapa dibandingkan pengalaman gue yang mondar-mandir Jakbar-Jakpus tapi berkali-kali dapet pic.twitter.com/0fAF9aFf2M,negative,banding alam saya mondar mandir jakbar jakpus kali dapet pic twitter com
"@TokopediaCare hallo toped, ini saya ada orderan 5 dus dan berat 15kg kok bisa pilih pengiriman via GOJEK @gojekindonesia ya? Apa mau drivernya? 1 dus aja kadang ga mau..",negative,tokopediacare toped order dus berat pilih kirim via gojek gojekindonesia driver dus aja kadang tidak
"Hai Ayas, maaf atas kendala tersebut, agar dapat kami lakukan pengecekan mohon infokan no hp dan email yg terdaftar melalui DM ya. Tks^feb",negative,ayas maaf kendala laku kece info no hp email daftar dm tks feb
@gojekindonesia tolong segera dibantu pengaktifan kembali goresto GRIYA RENITA klaten. Karena baru mau mulai dipakai kok malah dinonaktifkan. Respon email lambat sekali,negative,gojekindonesia tolong bantu aktif goresto griya renita klaten pakai nonaktif respon email lambat
"ka mau nanya dong kan aku tadi beli MCD bayar pake gopay, aku daerah bekasi. tapi ko cashbacknya ga masuk ya?? @gojekindonesia",negative,ka na beli mcd bayar pake gopay daerah bekas ko cashback tidak gojekindonesia
Dear @gojekindonesia I need voucher gofood.. you know nasib anak kos disaat tanggal tua like this??,negative,dear gojekindonesia need voucher gofood you know nasib anak kos saat tanggal tua like this
"Hai Pande, sehubungan dengan keluhan atau pertanyaan mengenai PayLater, untuk lebih lanjut Anda dapat menghubungi support@findaya.com melalui e-mail ya. Tks ^Shl",negative,pande hubung keluh paylater hubung support findaya com mail tks shl
"Hai Bella, maaf atas kendala tersebut, agar dapat kami lakukan pengecekan mohon infokan no hp, email, tipe device, tipe OS/IOS, dan versi aplikasi Gojek Anda melalui DM ya. Tks^feb",negative,bella maaf kendala laku kece info no hp email tipe device tipe os ios versi aplikasi gojek dm tks feb
Kenapa orderan semakin menurun??? Dan point juga ikut menurun? ? Malah memperbanyak mitranya tolong donk di stop untuk pendaftarannya @gomassageID @gojekindonesia,negative,order turun point turun banyak mitra tolong stop daftar gomassageid gojekindonesia
"Dapet telepon dari nomor ini, katanya dari @gojekindonesia. Nomor gue menang undian 😂

Tolonglah @AXISgsm dilacak dan nonaktifin aja nomor si penipu. Takut ngerugiin orang banyak. pic.twitter.com/XFXuTKgyr6",negative,dapet telepon nomor gojekindonesia nomor saya menang undi tolong axisgsm lacak nonaktifin aja nomor si tipu takut ngerugiin pic twitter com xfxutkgyr
"Ra iso nitik e mbah .. Oleh e adoh2 trs , aku order ngarepku driver wae oleh e iso sik adoh ki ..",negative,ra iso nitik mbah adoh terus order ngarepku driver wae iso sik adoh ki
"Sedihlaaaah 
Twittter do your magic lah, mau pesen cake buat mama yg ultah tapi diminta cancel sama driver, udh 6 driver gara gara rumah di Baleendah 
Lalu skrg disuspend hiks @gojekindonesia ..",negative,sedihlaaaah twittter do your magic sen cake mama ultah cancel driver sudah driver gara gara rumah baleendah sekarang disuspend hiks gojekindonesia
Akibat ada oknum yg jual jaket @gojekindonesia & @GrabID  secara ilegal.. jd bnyak yg menyalah gunakan.. mungkin jaket'y hrs d ksh QR Code jd klo mo kerja d scan dlu ke akun driver gojek'y biar lebih aman..,negative,akibat oknum jual jaket gojekindonesia grabid ilegal banyak salah jaket hrs kasih qr code mau scan dlu akun driver gojek biar aman
Ga ngerti. Yang pasti aku cuman pakai 300an trus mau bayar udah topup 350 tapi ga bisa bayar. Apa harus diisi 500? @gojekindonesia,negative,tidak ngerti cuman pakai terus bayar sudah topup tidak bayar isi gojekindonesia
@gojekindonesia tega banget sik giniin temen gw... .. bitang 1 aja Liiidddd @mchalid pic.twitter.com/6EP6wKEvnV,negative,gojekindonesia tega banget sik giniin temen bitang aja liiidddd mchalid pic twitter com
@gojekindonesia bisa dibantu? Coba berkali kali tetep ga mau. Gmn cara repayment? Balance gopay saya masih sangat cukup untuk repayment  pic.twitter.com/retjlzdKqj,negative,gojekindonesia bantu coba kali tetep tidak repayment balance gopay repayment pic twitter com retjlzdkqj
Kenapa gojek aku gabisa dibuka😭😭 sering nutup sendiri pdhl dah di re-install😭😭 penyimpanan memori sm kuota jg masih banyak. Tolong tolong tolong😭😭 @gojekindonesia,negative,gojek gabisa buka nutup re install simpan memori kuota juga tolong tolong tolong gojekindonesia
"Dear @GrabID or @gojekindonesia

Kasih sosialisasi dong ke drivernya kalau lagi nunggu orderan jangan ngerank. Pas dapat orderan tetiba AFK 😤😤😤  pic.twitter.com/cYIRNk3xn0",negative,dear grabid or gojekindonesia kasih sosialisasi driver nunggu order ngerank pas order tetiba afk pic twitter com
"Humor ku anjlok weh sdlam deepsea (laut dlm ye bkn dipsi teletubies)😆

Jd pgn makan ayam @KFCINDONESIA tp slh msuk @McDonalds_ID, gara2 order ojol slh pick yg harus nya @gojekindonesia jdi @GrabID mntang2 berjaket hijau. Apalah dayaku yg krg pintar krna aku ga bljr di @ruangguru https://twitter.com/KFCINDONESIA/status/1166924299539632128 …",negative,humor ku anjlok weh sdlam deepsea laut dalam ye bkn psi teletubies makan ayam kfcindonesia tapi slh masuk mcdonaldsid gara order ojol slh pick gojekindonesia jadi grabid mntang jaket hijau apa daya krg pintar karena tidak bljr ruangguru
"Hai Nana, mohon maaf atas ketidaknyamanannya. Silakan informasikan nomor order yang Anda keluhkan melalui DM. Terima kasih ^yun",negative,nana maaf ketidaknyamanan sila informasi nomor order keluh dm terima kasih yun
"Hey gojek q syg, ini kenapa akun ak ya? td ak gbs log in. trus ak dibantu temenku buat log in di hpnya, tp pas ak mau log in gbs lg, apa gara2 itu? plis bantuin, disitu ada gopay ak 100k plis bgt bantuin ak butuh gopay itu buat naik ojol tiap hari 😭😭😭 makasih",negative,hey gojek syg akun ak td ak gbs log in terus ak bantu temenku log in hp tapi pas ak log in gbs lagi gara plis bantuin situ gopay ak plis sangat bantuin ak butuh gopay ojol makasih
"Salam @gojekindonesia 
Apakah pendftaran go ride utk wilayah surabaya dan skitarnya msh buka atau sdah tutup ya? Trims",negative,gojekindonesia pendftaran go ride untuk wilayah surabaya skitar buka sdah tutup trims
@gojekindonesia apalah aku harus jadi artis dulu atuhhhh meni ke Baleendah aja ga mau nganter  pic.twitter.com/NN0nuk2rJ4,negative,gojekindonesia apa artis atuhhhh meni baleendah aja tidak nganter pic twitter com
"Halo, mohon maaf atas ketidak nyamanannya.
Guna pengecekan & penanganan lebih lanjut, silakan sampaikan keluhan kamu melalui menu Bantuan/Help pada aplikasi Gojek kamu ya. Terima kasih. -SM",negative,maaf tidak nyaman kece tangan sila keluh menu bantu help aplikasi gojek terima kasih
"Hai Eliya, maaf atas kendala tersebut, agar dapat kami bantu cek mohon infokan nomor order dan detail kendala Anda melalui DM ya. Tks^feb",negative,eliya maaf kendala bantu cek info nomor order detail kendala dm tks feb
"Hai, kami informasikan bahwa pihak GO-JEK tidak pernah menghubungi Customer untuk meminta kode OTP. Terkait perihal tersebut mohon agar tidak memberikan data kepada siapapun dan hati-hati terhadap penipuan silakan klik  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ … ya. Terima kasih^feb",negative,informasi go jek hubung customer kode otp kait perihal data hati hati tipu sila klik terima kasih feb
"sedih banget daaahh😭

please help this guy @gojekindonesia, im on my knees🙏🙏🙏  https://twitter.com/annisawdya/status/1167113014442545152 …",negative,sedih banget daaahh please help this guy gojekindonesia im on my knees
